question,choices,answer
"Find the slope of a line having a parametric equation of x = 2 + t and y = 5 – 3t.","[""2"",""3"",""-2"",""-3""]",3
"Find the slope of the line having a parametric equation y = 4t + 6 and x = t + 1.","[""1"",""2"",""3"",""4""]",3
"Two vertices of a triangle are (2, 4) and (-2, 3) and the area is 2 square units, the locus of the third vertex is?","[""4x \u2013 y = 14"",""4x + 4y = 14"",""x + 4y = 12"",""x \u2013 4y = -14""]",3
"Find the area of the triangle which the line 2x – 3y + 6 = 0 forms with the coordinate axis.","[""3"",""4"",""5"",""2""]",0
"A line passes through point (2, 2). Find the equation of the line if the length of the line segment intercepted by the coordinate axes is the square root of 5.","[""2x + y \u2013 2 = 0"",""2x \u2013 y \u2013 2 = 0"",""2x \u2013 y + 2 = 0"",""2x + y + 2 = 0""]",1
"Of what quadrant is A, if sec A is positive and csc A is negative?","[""III"",""I"",""IV"",""II""]",2
"The segment from (-1, 4) to (2, -2) is extended three times its own length. The terminal point is","[""(11, -18)"",""(11, -24)"",""(11, -20)"",""(-11, -20)""]",2
"The midpoint of the line segment between P1(x, y) and P2(-2, 4) is Pm(2, -1). Find the coordinate of P1.","[""(6, -5)"",""(5, -6)"",""(6, -6)"",""(-6, 6)""]",2
"Find the coordinates of the point P(2,4) with respect to the translated axis with origin at (1,3).","[""(1, -1)"",""(1, 1)"",""(-1, -1)"",""(-1, 1)""]",1
"Find the median through (-2, -5) of the triangle whose vertices are (-6, 2), (2, -2), and (-2, -5).","[""3"",""4"",""5"",""6""]",2
"Find the centroid of a triangle whose vertices are (2, 3), (-4, 6) and (2, -6).","[""(0, 1)"",""(0, -1)"",""(1, 0)"",""(-1, 0)""]",0
"Find the area of triangle whose vertices are A (-3, -1), B(5, 3) and (2, -8)","[""34"",""36"",""38"",""32""]",2
"Find the distance between the points (4, -2) and (-5, 1)","[""4.897"",""8.947"",""7.149"",""9.487""]",3
"Find the distance between A(4, -3) and B(-2, 5).","[""11"",""8"",""9"",""10""]",3
"If the distance between the points (8, 7) and (3, y) is 13, what is the value of y?","[""5"",""-19"",""19 or -5"",""5 or -19""]",2
"The distance between the points (sin x, cos x) and (cos x, -sin x) is:","[""1"",""\u221a2"",""2 sin x cos x"",""4 sin x cos x""]",1
"Find the distance from the point (2, 3) to the line 3x + 4y + 9 = 0.","[""5"",""5.4"",""5.8"",""6.2""]",1
"Find the distance from the point (5, -3) to the line 7x – 4y – 28 = 0.","[""2.62"",""2.36"",""2.48"",""2.54""]",1
"How far is the line 3x – 4y + 15 = 0 from the origin?","[""1"",""2"",""3"",""4""]",2
"Determine the distance from (5, 10) to the line x – y = 0","[""3.86"",""3.54"",""3.68"",""3.72""]",1
"The two points on the lines 2x + 3y +4 = 0 which are at distance 2 from the line 3x + 4y – 6 = 0 are:","[""(-8, -8) and (-16, -16)"",""(-44, 64) and (-5, 2)"",""(-5.5, 1) and (-5, 2)"",""(64, -44) and (4, -4)""]",3
"The intercept form for algebraic straight-line equation is:","[""(a\/x) + (y\/b) = 1"",""y = mx + b"",""Ax + By + C = 0"",""(x\/a) + (y\/b) = 1""]",3
"Find the slope of the line defined by y – x = 5","[""1"",""-1\/2"",""\u00bc"",""5 + x""]",0
"The slope of the line 3x + 2y + 5 = 0 is:","[""-2\/3"",""-3\/2"",""3\/2"",""2\/3""]",1
"Find the slope of the line whose parametric equation is y = 5 – 3t and x = 2 + t.","[""3"",""-3"",""2"",""-2""]",1
"Find the angle that the line 2y – 9x – 18 = 0 makes with the x-axis.","[""74.77\u00b0"",""4.5\u00b0"",""47.77\u00b0"",""77.47\u00b0""]",3
"Which of the following is perpendicular to the line x/3 + y/4 = 1?","[""x \u2013 4y \u2013 8 = 0"",""4x \u2013 3y \u2013 6 = 0"",""3x \u2013 4y \u2013 5 = 0"",""4x + 3y \u2013 11 = 0""]",2
"Find the equation of the bisector of the obtuse angle between the lines 2x + y = 4 and 4x – 2y = 7","[""4y = 1"",""8x = 15"",""2y = 3"",""8x + 4y = 6""]",0
"The equation of the line through (1, 2) and parallel to the line 3x – 2y + 4 = 0 is:","[""3x \u2013 2y + 1 = 0"",""3x \u2013 2y \u2013 1 = 0"",""3x + 2y + 1 = 0"",""3x + 2y \u2013 1 = 0""]",0
"If the points (-3, -5), (x, y), and (3, 4) lie on a straight line, which of the following is correct?","[""3x + 2y \u2013 1 = 0"",""2x + 3y + 1 = 0"",""2x + 3y \u2013 1 = 0"",""3x \u2013 2y \u2013 1 = 0""]",3
"One line passes through the points (1, 9) and (2, 6), another line passes through (3, 3) and (-1, 5). The acute angle between the two lines is:","[""30\u00b0"",""45\u00b0"",""60\u00b0"",""135\u00b0""]",1
"The two straight lines 4x – y + 3 = 0 and 8x – 2y + 6 = 0","[""Intersects at the origin"",""Are coincident"",""Are parallel"",""Are perpendicular""]",1
"A line which passes through (5, 6) and (-3. -4) has an equation of","[""5x + 4y + 1 = 0"",""5x \u2013 4y \u2013 1 = 0"",""5x \u2013 4y + 1 = 0"",""5x + y \u2013 1 = 0""]",1
"Find the equation of the line with slope of 2 and y-intercept of -3.","[""y = -3x + 2"",""y = 2x \u2013 3"",""y = 2\/3 x + 1"",""y = 3x \u2013 2""]",2
"What is the equation of the line that passes through (4, 0) and is parallel to the line x – y – 2 = 0?","[""y + x + 4 = 0"",""y \u2013 x + 4 = 0"",""y \u2013 x \u2013 4 = 0"",""y + x \u2013 4 = 0""]",2
"Determine B such that 3x + 2y – 7 = 0 is perpendicular to 2x – By + 2 = 0","[""2"",""3"",""4"",""5""]",2
"The equation of a line that intercepts the x-axis at x = 4 and the y-axis at y = -6 is:","[""2x \u2013 3y = 12"",""3x + 2y = 12"",""3x \u2013 2y = 12"",""2x \u2013 37 = 12""]",2
"How far from the y-axis is the center of the curve 2×2 + 2y2 + 10x – 6y – 55 = 0?","[""-3.0"",""2.75"",""-3.25"",""2.5""]",3
"Find the area of the circle whose center is at (2,-5) and tangent to the line 4x + 3y – 8 = 0.","[""6\u03c0"",""9\u03c0"",""3\u03c0"",""12\u03c0""]",0
"Determine the area enclosed by the curve x<sup>2</sup> – 10x + 4y + y<sup>2</sup> = 196","[""15\u03c0"",""225\u03c0"",""12\u03c0"",""144\u03c0""]",1
"Find the shortest distance from the point (1, 2) to appoint on the circumference of the circle defined by the equation x<sup>2</sup> + y<sup>2</sup> + 10x + 6y + 30 = 0.","[""5.61"",""5.71"",""5.81"",""5.91""]",2
"Determine the length of the chord common to the circles x<sup>2</sup> + y<sup>2</sup> = 64 and x<sup>2</sup> + y<sup>2</sup> – 16x – 0.","[""13.86"",""12.82"",""13.25"",""12.28""]",0
"If (3, -2) is on a circle with center (-1, 1), then the area of the circle is:","[""5\u03c0"",""25\u03c0"",""4\u03c0"",""3\u03c0""]",1
"The radius of the circle 2x<sup>2</sup> + 2y<sup>2</sup> – 3x + 4y – 1 = 0 is:","[""(\u221a33)\/4"",""33\/16"",""(\u221a33)\/3"",""17""]",0
"x<sup>2</sup> – 6x + y<sup>2</sup> – 4y – 12 = 0","[""3.46"",""5"",""7"",""6""]",1
"The diameter of a circle described by 9x<sup>2</sup> + 9y<sup>2</sup> = 16 is:","[""16\/9"",""4\/3"",""4"",""8\/3""]",3
"Find the center of the circle x<sup>2</sup> + y<sup>2</sup> – 6x + 4y – 23 = 0.","[""(3, -2)"",""(3, 2)"",""(-3, 2)"",""(-3, -2)""]",0
"Determine the equation of the circle whose center is at (4, 5) and tangent to the circle whose equation is x<sup>2</sup> + y<sup>2</sup> + 4x + 6y – 23 = 0.","[""x<sup>2<\/sup> + y<sup>2<\/sup> \u2013 8x + 10y \u2013 25 = 0"",""x<sup>2<\/sup> + y<sup>2<\/sup> + 8x \u2013 10y + 25 = 0"",""x<sup>2<\/sup> + y<sup>2<\/sup> \u2013 8x \u2013 10y + 25 = 0"",""x<sup>2<\/sup> + y<sup>2<\/sup> \u2013 8x \u2013 10y \u2013 25 = 0""]",2
"The equation of the circle with center at (-2, 3) and which is tangent to the line 20x – 21y – 42 = 0.","[""x<sup>2<\/sup> + y<sup>2<\/sup> + 4x \u2013 6y \u2013 12 = 0"",""x<sup>2<\/sup> + y<sup>2<\/sup> + 4x \u2013 6y + 12 = 0"",""x<sup>2<\/sup> + y<sup>2<\/sup> + 4x + 6y \u2013 12 = 0"",""x<sup>2<\/sup> + y<sup>2 <\/sup>\u2013 4x \u2013 6y \u2013 12 = 0""]",0
"A circle has a diameter whose ends are at (-3, 2) and (12, -6). Its Equation is:","[""4x<sup>2<\/sup> + 4y<sup>2<\/sup> \u2013 36x + 16y + 192 = 0"",""4x<sup>2<\/sup> + 4y<sup>2<\/sup> \u2013 36x + 16y \u2013 192 = 0"",""4x<sup>2<\/sup> + 4y<sup>2<\/sup> \u2013 36x \u2013 16y \u2013 192 = 0"",""4x<sup>2<\/sup> + 4y<sup>2<\/sup> \u2013 36x \u2013 16y + 192 = 0""]",1
"Find the equation of the circle with center on x + y = 4 and 5x + 2y + 1 = 0 and having a radius of 3.","[""x<sup>2<\/sup> + y<sup>2<\/sup> + 6x \u2013 16y + 64 = 0"",""x<sup>2<\/sup> + y<sup>2<\/sup> + 8x \u2013 14y + 25 = 0"",""x<sup>2<\/sup> + y<sup>2<\/sup> + 6x \u2013 14y + 49 = 0"",""x<sup>2<\/sup> + y<sup>2<\/sup> + 6x \u2013 14y + 36 = 0""]",2
"If (3, -2) lies on the circle with center (-1, 1) then the equation of the circle is:","[""x<sup>2<\/sup> + y<sup>2<\/sup> + 2x \u2013 2y \u2013 23 = 0"",""x<sup>2<\/sup> + y<sup>2<\/sup> + 4x \u2013 2y \u2013 21 = 0"",""x<sup>2<\/sup> + y<sup>2<\/sup> + 2x \u2013 y \u2013 33 = 0"",""x<sup>2<\/sup> + y<sup>2<\/sup> + 4x \u2013 2y \u2013 27 = 0""]",0
"Find the equation of k for which the equation x<sup>2</sup> + y<sup>2</sup> + 4x – 2y – k = 0 represents a point circle.","[""5"",""-5"",""6"",""-6""]",1
