question,choices,answer
"Which of the following is a vector quantity?","[""Magnetic potential"",""Magnetic field intensity"",""Magnetic permeability"",""Flux density""]",1
"Which of the following electric quantities is vector in character?","[""Field"",""Charge"",""Energy"",""Potential Difference""]",0
"The quantity 10^6 Maxwell’s is equivalent to one","[""Weber"",""Gauss"",""Gilbert"",""Tesla""]",0
"What is the unit of reluctance?","[""Maxwell"",""Gauss"",""At\/Wb"",""Weber""]",2
"What is the SI unit of magnetic flux?","[""Tesla"",""Weber"",""Maxwell"",""Gauss""]",1
"What is the unit of magnetomotive force?","[""Volt"",""Tesla"",""Ampere \u2013 turn"",""Weber""]",2
"What is the cgs unit of magnetomotive force?","[""Gilbert"",""Ampere- turn"",""Maxwell"",""Weber""]",0
"The unit of flux is _____________ in cgs system.","[""Tesla"",""Gilbert"",""Maxwell"",""Oersted""]",2
"Flux density is measured in","[""Tesla"",""Weber"",""Ampere- turn"",""Maxwell""]",0
"The customary energy unit in atomic and nuclear physics is","[""Joule"",""Volt- coulomb"",""electron-volt"",""Walt- second""]",2
"One ampere- turn is equivalent to __________ gilberts.","[""1.16"",""1.26"",""1.36"",""1.46""]",1
"The magnetic flux of 2000 lines is how many Maxwells?","[""1000"",""2000"",""4000"",""8000""]",1
"How much is the flux in Weber in the above problem?","[""2 x 10^-5"",""2 x 10^-3"",""2 x 10^5"",""2 x 10^3""]",0
"One oersted (Oe) is equivalent to ________ Gb/cm.","[""1"",""10"",""100"",""1000""]",0
"One electron volt (1 eV) is equivalent to ___________ joules","[""1.3 x 10^-19"",""1.4 x 10^-19"",""1.5 x 10^-19"",""1.6 x 10^-19""]",3
"An electron- volt (eV) is a unit of","[""Energy"",""Potential difference"",""Charge"",""Momentum""]",0
"The unit of electrical energy is","[""Joule"",""Watt- second"",""Kilowatt- hour"",""All of these""]",3
"Electrons at the outer shell are called","[""Outer shell electrons"",""Inner shell electrons"",""Semiconductor electrons"",""Valence electrons""]",3
"Which of the following has the least number of valence electrons?","[""Conductor"",""Semiconductor"",""Insulator"",""Semi- insulator""]",0
"A good conductor has how many valence electrons?","[""1"",""4"",""2"",""8""]",0
"Which element has four valence electrons?","[""Conductor"",""Insulator"",""Semiconductor"",""Semi- insulator""]",2
"A negative ion results when an atom gains an additional","[""Electron"",""Proton"",""Neutron"",""Atom""]",0
"An atom or a group of atoms that carries a net electric charge.","[""Positive ion"",""Negative ion"",""Ion"",""Electron""]",2
"Hysteresis refers to the _______________ between flux density of the material and the magnetizing force applied.","[""Leading effect"",""Ratio"",""Equality"",""Lagging effect""]",3
"Hydrogen is an example of a ____________ material.","[""Paramagnetic"",""Diamagnetic"",""Ferromagnetic"",""Non- magnetic""]",1
"Cobalt is an example of a _____________ material.","[""Paramagnetic"",""Diamagnetic"",""Ferromagnetic"",""Non- magnetic""]",2
"The evaporation of electrons from a heated surface is called","[""Radiation"",""Convection"",""Thermionic emission"",""Conduction""]",2
"Electron is a Greek word for","[""amber"",""Fire"",""Stone"",""Heat""]",0
"Gases whose particles are charged are known as","[""Conductors"",""Insulators"",""Gaseous Conductors"",""Plasma""]",3
"What principle states that each electron in an atom must have a different set of quantum numbers?","[""Inclusion principle"",""Exclusion principle"",""Quantum principle"",""Electron principle""]",1
"The energy stored in an electrostatic field or electromagnetic field is called","[""Electromagnetic energy"",""Kinetic energy"",""Potential energy"",""Rest energy""]",2
"Which of the following statements is TRUE?","[""Silicon dioxide is a good"",""The current carriers in conductors are valence electrons"",""For conductors, the valence electron are strongly attracted to the nucleus"",""The valence electrons are located in the nucleus of an atom""]",1
"How many electrons are needed in the valence orbit to give a material’s stability?","[""8"",""4"",""6"",""5""]",0
"Residual magnetism refers to the flux density, which exists in the iron core when the magnetic field intensity is","[""Minimized"",""Reduced to zero"",""Maximize"",""Unity""]",1
"Magnetic intensity is a","[""Phasor quantity"",""Physical quantity"",""Scalar quantity"",""Vector quantity""]",3
"The core of a magnetic equipment uses a magnetic material with","[""Least permeability"",""Low permeability"",""Moderate permeability"",""High permeability""]",3
"Which of the following is a paramagnetic material?","[""Carbon"",""Copper"",""Bismuth"",""Oxygen""]",3
"The permeability of permalloy is","[""Very much greater than permeability of air"",""Slightly greater than permeability of air"",""Slightly less than permeability of air"",""Equal to the permeability of air""]",0
"A t/m is a unit of","[""Mmf"",""Emf"",""Reluctance"",""Magnetizing force""]",3
"The force between two magnetic poles is ____________ their poles strength.","[""equal to"",""directly proportional to"",""inversely proportional to"",""directly proportional to the square root of""]",1
"The magnetic energy stored in an inductor is ______________ current.","[""Directly proportional to"",""Inversely proportional to"",""Directly proportional to the square of"",""Inversely proportional to the square of""]",2
"One of the common application of an air- cored choke.","[""Radio frequency"",""Audio frequency"",""Power supply"",""Power transformer""]",0
"A magnetic field is","[""The current flow through space around a permanent magnet"",""The force set up when current flows through a conductor"",""The force that drives current through a resistor"",""The force between the plates of a charged capacitor""]",1
"Ohm’s law can be used only to a _____________ circuit or component.","[""Unilateral"",""Exponential"",""Trivalent"",""Linear""]",3
"When the current flows, the magnetic field conductor is in what direction?","[""The same as the current direction"",""Opposite the current direction"",""Omnidirectional"",""In the direction determined by the left hand rule""]",3
"The magnetic field around the conductor is determined by the","[""Size of the conductor"",""Amount of current"",""Current divided by the resistance"",""Resistance divided by the current""]",1
"Back emf refers to the","[""Current equal to the applied emf"",""Opposing emf"",""Current opposing the applied emf"",""Voltage opposing the applied emf""]",3
"The magnetic flux through a coil changes. This results to the induced emf acting in a direction as to","[""Oppose the change"",""Aid the change"",""Either oppose or aid the change"",""Neither oppose nor aid the change""]",0
"A magnetic flux of 2.5 x 10^4 Wb through an area of 5 x 10^4 square meters results in","[""5 Wb"",""0.5 Tesla of flux density"",""5 x 10^-5 Wb of flux"",""5000 Tesla of flux density""]",2
"If a 20 V potential is applied across a relay coil with 50 turns having 1 Ω of resistance, the total magnetomotive producing magnetic flux in the circuit is","[""10 Wb"",""50 T"",""1000 A t\/m"",""1000 A.t""]",3
"What is the reluctance of a magnetic path having a length of 2 x 10^-3 m and cross- sectional area of 2.5 x 10^-3 m^2?","[""6366 A.t\/Wb"",""6000 A.t\/Wb"",""8 x 10^-3 A.t\/Wb"",""0.8 A.t\/Wb""]",0
"Calculate the permeability (in T/A. t/m) of a magnetic material that has a relative permeability of 300","[""3.78 x 10^-4"",""3.78 x 10^-5"",""3.78 x 10^-3"",""3.78 x 10^-6""]",0
"Calculate the flux density that will be produced by the field intensity of 2000 a. t/m for a permeability of 126 x 10^-6 T/A.t/m","[""0.252 G"",""0.252 x 10^-2 T"",""0.252 T"",""0.252 x 10^-2 G""]",2
"How many turns are needed to produce a magnetomotive force of 1000 A.t for a coil with 6 amperes?","[""6000 turns"",""600 turns"",""167 turns"",""67 turns""]",2
"A 6- V battery is connected across a solenoid of 100 turns having a resistance of 2 Ω, Calculate the number of ampere turns?","[""100"",""50"",""300"",""600""]",2
"What determines the atomic number of an element?","[""The number of protons"",""The number of electrons"",""The number of neutrons"",""The number of neutrons and protons""]",0
"One of the solid structures in which the position of the atoms or ions are predetermined","[""Crystalline solid"",""Amorphous solid"",""Polycrystalline solid"",""Poly- amorphous solid""]",0
"Mmf in a magnetic circuit corresponds to ________ in an electric circuit","[""Emf"",""Voltage drop"",""Electric Field Intensity"",""Potential gradient""]",0
"What solid has no defined crystal structure except perhaps in the arrangement of the nearest neighboring atoms or ions?","[""Crystalline"",""Amorphous"",""Polycrystalline"",""Poly- amorphous""]",1
"Amorphous solid is also called","[""Crystalline"",""Non- crystalline"",""Polycrystalline"",""Homogenous""]",1
"A principle that states that only two electrons with different spins are allowed to exist in a given orbit","[""Bohr\u2019s principle"",""Pauli exclusion principle"",""Avogadro\u2019s principle"",""Coulomb\u2019s principle""]",1
"What bond is formed when one or more electrons in the outermost energy orbit of an atom are transferred to another?","[""Ionic"",""Covalent"",""Metallic"",""Van der Waals""]",0
"In electro-mechanical conversion devices like generators and motors the reason why a small air gap is left between the rotor and stator is to","[""permit mechanical clearance"",""increase flux density in air gap"",""decrease the reluctance of magnetic path"",""complete the magnetic path""]",0
"What bond is formed when electrons in the outermost energy orbits of the atoms are shared between two or more electrons?","[""Ionic"",""Covalent"",""Metallic"",""Van der Waals""]",1
"Why is it that the magnitude of magnetomotive force required for air gap is much greater than that required for iron part of a magnetic circuit?","[""Because air is a gas"",""Because air has the highest relative permeability"",""Because air is a conductor of magnetic flux"",""Because air has the lowest relative permeability""]",3
"What type of bond is formed when there exists some form of collective interactions between the (negatively charged) electrons and (positively charged) nuclei in a solid?","[""Ionic"",""Covalent"",""Metallic"",""Van der Waals""]",2
"Permeance of a magnetic circuit is ______________ the cross-sectional area of the circuit.","[""directly proportional to"",""inversely proportional to"",""dependent of"",""independent of""]",0
"Formed when there exist distant electronic interactions between (opposite) charges present in the neighboring atoms or molecules.","[""Ionic bond"",""Covalent bond"",""Metallic bond"",""Van der Waals bond""]",3
"Defined as the ratio of the volume occupied by the atoms or ions in a unit cell divided by the volume of the unit cell and is used to measure the compactness of a crystal.","[""Atomic packing factor (APF)"",""Ionic Packing Ratio (IPR)"",""Atomic compacting factor (ACF)"",""Ionic compacting ratio (ICR)""]",0
"A factor used to correct for the electrostatic forces of the more distant ions in an ionic solid.","[""Avogadro\u2019s number"",""Planck\u2019s constant"",""Boltzmann\u2019s constant"",""Madelung constant""]",3
"The conduction of electricity across the surface of a dielectric is called","[""creepage"",""skin effect"",""surface effect"",""crosstalk""]",0
"A magnetic circuit carries a flux φi in the iron part and a flux φg in the air gap. What is the leakage coefficient?","[""\u03c6i\/ \u03c6g"",""\u03c6i \u00d7 \u03c6g"",""\u03c6g \/\u03c6i"",""\u03c6i + \u03c6g""]",0
"A law stating that the magnetic susceptibilities of most paramagnetic substances are inversely proportional to their absolute temperatures.","[""Curie\u2019s Law"",""Child\u2019s Law"",""CR Law"",""Curie-Weiss Law""]",0
"The reluctance of the magnetic circuit is _______________ relative permeability of the material comprising the circuit.","[""directly proportional to"",""inversely proportional to"",""independent of"",""dependent of""]",1
"A law relating between the magnetic and electric susceptibilities and the absolute temperatures which is followed b ferromagnets, antiferromagnets, non-polar ferroelectrics, antiferroelectrics and some paramagnets.","[""Curie\u2019s Law<b><\/b>"",""Child\u2019s Law"",""CR Law"",""Curie-Weiss Law""]",3
"Theory of ferromagnetic phenomena which assumes each atom is a permanent magnet which can turn freely about its center under the influence of applied field and other magnets.","[""Ewing\u2019s theory of ferromagnetism"",""Oersted\u2019s ferromagnetism theory"",""Maxwell\u2019s magnetic theory"",""Ampere\u2019s circuital law""]",0
"The reluctance of a magnetic circuit varies with","[""length \u00d7 area"",""area \u00f7 length"",""length \u00f7 area"",""length + area""]",2
"A theorem which states that an electric current flowing in a circuit produces a magnetic field at external points equivalent to that due to a magnetic shell whose bounding edge is the conductor and whose strength of the current.","[""Joule\u2019s law"",""Faraday\u2019s law"",""Volta\u2019s theorem"",""Ampere\u2019s theorem""]",3
"What is the usual value of leakage coefficient for electrical machines?","[""0.5 to 1"",""1 to 5"",""5 to 10"",""1.15 to 1.25""]",3
"The science of adapting electronics to aerospace flight.","[""Avionics"",""Aerotronics"",""Aerodynamics"",""Astrionics""]",3
"The reluctance of a magnetic circuit is not dependent on which of the following?","[""Number of turns of coil"",""Magnetomotive force"",""Flux density in the circuit"",""Current in the coil""]",2
"Another term for corona discharge.","[""Lightning"",""Sparking"",""Aurora"",""Corona Effect""]",2
"The B-H curve for ____________ is a straight line passing through the origin.","[""cobalt"",""air"",""hardened steel"",""soft iron""]",1
"The phenomenon that when an electric current passes through an anisotropic crystal, there is an absorption or liberation of heat due to the non-uniformity in current distribution.","[""Bridgman effect"",""Corona effect"",""Dember effect"",""Destriau effect""]",0
"The B-H curve of ____________ is not a straight line.","[""air"",""wood"",""silicon steel"",""soft iron""]",3
"If a magnetic flux cuts across 200 turns at a rate of 2 Wb/s, the induced voltage according to Faraday’s law is about","[""400 V"",""100 V"",""200 V"",""600 V""]",0
"What is the SI unit of reluctance?","[""At"",""At\/m"",""N\/Wb"",""At\/Wb""]",3
"A magnetizing force of 1000 AT/m will produce a flux density of ____________ in air.","[""1.257 mWb\/m^2"",""0.63 Wb\/m^2"",""1.257 Wb\/m^2"",""0.63 mWb\/m^2""]",0
"Hysteresis loss can be reduced by one of the following.","[""Increasing mmf of the circuit"",""Using material narrow hysteresis loop"",""Using ferromagnetic core"",""Laminating the magnetic circuit""]",1
"The core of a transformer heats up when its primary is fed from an ac source because of","[""permeability"",""ferromagnetism"",""reluctance of core"",""hysteresis loss""]",3
"Which of the following materials has the least hysteresis loop area?","[""soft iron"",""silicon steel"",""hard steel"",""wrought iron""]",1
"The magnetic materials should have a large hysteresis loss for one of the following applications.","[""Transformers"",""AC motors"",""Permanent Magnets"",""DC generators""]",2
"If the magnetic material is located within a coil through which alternating current (60 Hz frequency) flows, then __________ hysteresis loops will be formed every second.","[""60"",""120"",""30"",""180""]",0
"There are how many compounds available in nature?","[""105"",""1000"",""300,000"",""Unlimited""]",3
"Hysteresis is a phenomenon of ______________ in a magnetic circuit.","[""setting up constant flux"",""lagging of H behind B"",""lagging B behind H"",""leading B ahead H""]",2
"What is the measure of the density and sign of the electric charge at a point relative to that at some time?","[""Electric potential"",""Electric charge"",""Electric current"",""Electric intensity""]",0
"__________ is a substance of whose molecules consist of the same kind of atom.","[""Mixture"",""Compound"",""Element"",""Isotope""]",2
"Hipernik is an alloy containing __________ iron and __________ nickel.","[""40% ; 60%"",""60% ; 40%"",""50% ; 50%"",""70% ; 30%""]",0
"The mass of proton is ____________ the mass of an electron.","[""equal to"",""about 1837 times"",""less than"",""200 times""]",1
"What is the maximum number of electrons that can be accommodated in the last orbit of an atom?","[""4"",""2"",""8"",""18""]",2
"The electrons in the last orbit of an atom are called ____________ electrons.","[""free"",""valence"",""bound"",""thermionic""]",1
"If the number of valence electrons of an atom is less than 4, the substance is called","[""a conductor"",""a semiconductor"",""an insulator"",""a superconductor""]",0
"If the number of valence electrons of an atom is more than 4, the substance is called","[""a semiconductor"",""a conductor"",""an insulator"",""a semi-insulator""]",2
"If the number of valence electrons of an atom is exactly 4, then the substance is called","[""a semiconductor"",""a conductor"",""an insulator"",""a cryogenic conductor""]",0
"If the number of valence electrons of an atom is less than 4, then the substance is probably","[""a metal"",""an insulator"",""a non-metal"",""a semiconductor""]",0
"One coulomb of charge consists of ____________ electrons.","[""624 \u00d7 10^16"",""62.4 \u00d7 10^16"",""6.24 \u00d7 10^16"",""0.624 \u00d7 10^16""]",0
"A one cubic cm of copper has how many free electrons at room temperature?","[""80 \u00d7 10^18"",""8.5 \u00d7 10^22"",""20 \u00d7 10^10"",""50 \u00d7 10^20""]",1
"Electronic current in a wire is the flow of ____________ electrons.","[""free"",""valence"",""bound"",""loose""]",0
"Electromotive force in a circuit","[""causes free electrons to flow"",""increases the circuit resistance"",""maintains circuit resistance"",""is needed to make the circuit complete""]",0
"The resistance of a material is ____________ its area of cross-section.","[""directly proportional"",""independent of"",""inversely proportional to"",""equal to""]",2
"If the length and area of cross-section of a wire are doubled, then its resistance","[""becomes four times"",""becomes sixteen times"",""remains the same"",""becomes two times""]",2
"A length of wire has a resistance of 10 ohms. What is the resistance of a wire of the same material three times as long and twice the cross-sectional area?","[""30 ohms"",""20 ohms"",""15 ohms"",""7 ohms""]",2
"What is the SI unit of specific resistance or resistivity?","[""Ohm-circular mil per inch"",""Ohm-circular mil per foot"",""Ohm-m"",""Ohm-cm""]",2
"The resistivity of a conductor _____________ with an increase in temperature.","[""increases"",""decreases"",""remains the same"",""becomes zero""]",0
"What is the SI unit of conductance?","[""Siemens"",""Mhos"",""Ohms"",""1\/Ohms""]",0
"If the resistance of a material 2 m long and 2 m^2 in area of cross-section is 1.6 × 10^-8 Ω, then its resistivity is","[""3.2 \u00d7 10^-8 \u2126-m"",""1.6 \u00d7 10^-8 \u2126-m"",""0.64 \u00d7 10^-8 \u2126-m"",""0.16 \u00d7 10^-8 \u2126-m""]",1
"What is the SI unit of conductivity?","[""Ohms\/m"",""Ohms-m"",""Siemens-m"",""Siemens\/m""]",3
"The temperature coefficient of resistance of conductors is","[""positive"",""zero"",""negative"",""infinite""]",0
"The temperature coefficient of resistance of semiconductors is","[""positive"",""zero"",""negative"",""infinite""]",2
"What determines the value of the temperature coefficient of resistance of a material?","[""length"",""cross-sectional area"",""volume"",""nature and temperature""]",3
"The temperature coefficient of resistance of a conductor ______________ with an increase in temperature.","[""increases"",""decreases"",""remains the same"",""becomes negative""]",1
"The temperature coefficient of resistance of insulators is","[""zero"",""negative"",""positive"",""infinite""]",1
"The temperature coefficient of resistance of eureka is","[""positive"",""negative"",""almost zero"",""infinite""]",2
"If the value of α0 a conductor is 1/234 per oC, then the value of α18 is","[""1\/218 per \u00b0C"",""1\/252 per \u00b0C"",""1\/272 per \u00b0C"",""1\/273 per \u00b0C""]",1
"If the value of α25 a conductor is 1/255 per °C, then the value of α20 is","[""1\/300 per \u00b0C"",""1\/250 per \u00b0C"",""1\/230 per \u00b0C"",""1\/260 per \u00b0C""]",1
"If the value of α25 of a conductor is 1/230 per °C, then the value of α0 is","[""1\/180 per \u00b0C"",""1\/150 per \u00b0C"",""1\/280 per \u00b0C"",""1\/230 per \u00b0C""]",0
"Ohm’s law cannot be applied to which material?","[""Copper"",""Silver"",""Silicon carbide"",""Aluminum""]",2
"What is the practical unit of electrical energy?","[""Watt"",""Kilowatt-hour"",""Kilowatt-second"",""Megawat-hour""]",1
"A 200-watt lamp working for 24 hours will consume approximately ____________ units.","[""50"",""5"",""24"",""0.5""]",1
"The hot resistance of an incandescent lamp is about _____________ its cold resistance.","[""10 times"",""100 times"",""5 times"",""50 times""]",0
"Under ordinary conditions, a body is considered","[""positively charged"",""neutral"",""negatively charged"",""stable""]",1
"A positively charged body has","[""deficit of electrons"",""excess of neutrons"",""excess of electrons"",""deficit of protons""]",0
"A negatively charge body has","[""deficit of electrons"",""excess of protons"",""excess of electrons"",""deficit of neutrons""]",2
"This paper does not exhibit electricity because it contains the same number of","[""protons and electrons"",""neutrons and electrons"",""neutrons and positrons"",""atoms""]",0
"What is the value of the absolute permittivity of air?","[""8.854 \u03bcF\/m"",""8.854 \u00d7 10^-12 mF\/m"",""8.854 \u00d7 10^-12 F\/m"",""8.854 \u00d7 10^-12 \u03bcF\/m""]",2
"What is the relative permittivity of air?","[""0"",""1"",""8.854 \u00d7 10^-12"",""4\u03c0 \u00d7 10^-7""]",1
"If two similar charges 1 coulomb each are placed 1 m apart in air, then the force of repulsion is","[""8 \u00d7 10^6 N"",""9 \u00d7 10^9 N"",""10^6 N"",""5 \u00d7 10^6 N""]",1
"If the relative permittivity of a material is 10, then its permittivity is","[""4\u03c0 \u00d7 10^-7 F\/m"",""4\u03c0 \u00d7 10^-6 F\/m"",""8.854 \u00d7 10^-11 F\/m"",""8.854 \u00d7 10^-12 F\/m""]",2
"The force between two charges placed a given distance apart _____________ as the relative permittivity of the medium is increased.","[""increases"",""decreases"",""remains unchanged"",""becomes infinite""]",1
"What is another name for relative permittivity?","[""Dielectric strength"",""Electric intensity"",""Potential gradient"",""Dielectric constant""]",3
"The dielectric constant of most materials lies between","[""1 and 10"",""10 and 20"",""20 and 50"",""50 and 100""]",0
"A test charge means a charge of","[""-1 C"",""1 electron"",""+1 C"",""-20 C""]",2
"Electric lines of force leave or enter the charge surface at an angle of","[""30"",""45"",""90"",""depending upon the angle of launch and entry""]",2
"Electric field intensity is measured in","[""volts\/meter"",""Newton\/meter"",""Newton-meter"",""Amperes\/meter""]",0
"Electric field intensity is a ____________.","[""scalar"",""phasor"",""vector"",""variable""]",2
"Electric field intensity at a point due to a given charge ___________ if the relative permittivity of the medium decreases.","[""decreases"",""remains unchanged"",""increases"",""becomes zero""]",2
"The electric field intensity between the parallel plate air capacitor is 20 N/C. If an insulating slab of relative permittivity 5 is placed between the plates, then electric field intensity will be","[""20 N\/C"",""100 N\/C"",""4 N\/C"",""40 N\/C""]",2
"The electric flux density is a ___________ quantity.","[""phasor"",""vector"",""scalar"",""variable""]",1
"The permittivity of a material is given by one of the following formulas.","[""DE"",""E\/D"",""D^2\/E"",""D\/E""]",3
"Electric field intensity at a point is numerically equal to ____________ at that point.","[""potential gradient"",""potential difference"",""dielectric constant"",""the force""]",3
"Three charges of +5 C, -6 C and +9 C are placed inside a sphere. What is the total flux passing through the surface of sphere?","[""8 C"",""14 C"",""20 C"",""-6 C""]",0
"The potential at a point due to a charge is 15 V. If the distance is increased three times, the potential at the point will be","[""5 V"",""18 V"",""45 V"",""15 V""]",0
"Electric potential is a __________ quantity.","[""scalar"",""phasor"",""vector"",""variable""]",0
"The electric potential at a point in air due to a charge is 21 V. If the air is replaced by a medium of relative permittivity of 3, then electric potential at that point will be","[""63 V"",""21 V"",""7 V"",""42 V""]",2
"The electric potential across part AB of a circuit is 5 V; point A being at higher potential. If a charge of 5 C moves from A to B, then energy released as","[""5 joules"",""25 joules"",""10 joules"",""100 joules""]",1
"What is the other name for dielectric strength?","[""Breakdown voltage"",""Electric intensity"",""Potential gradient"",""Dielectric constant""]",0
"Which of the following materials has the highest dielectric strength?","[""Glass"",""Oiled paper"",""Mica"",""Air""]",0
"What is used as the insulating material or dielectric in an electric ion?","[""Oiled paper"",""Mica"",""Paraffin"",""Titanate compound""]",1
"What is used as the dielectric material in high voltage transformers?","[""Mica"",""Paraffin"",""Porcelain"",""Oiled paper""]",2
"One farad equals","[""1 coulomb\/volt"",""1 newton\/coulomb"",""1 newton-meter"",""1 volt\/second\/ampere""]",0
"Which of the following is used by permanent magnets as the magnetic material?","[""iron"",""nickel"",""soft steel"",""hardened steel""]",3
"Which of the following is used by temporary magnets as the magnetic material?","[""Hardened steel"",""Cobalt steel"",""Soft iron"",""Tungsten steel""]",2
"What is the main advantage of temporary magnets?","[""The magnetic flux can be changed."",""Hysteresis can be decreased."",""Magnetic materials can be used."",""Abundance of ferromagnetic material that can be temporarily magnetized.""]",0
"Permanent magnets can be found in","[""electric bells"",""earphones"",""relays"",""dynamic loudspeakers""]",1
"Temporary magnets are commonly employed in","[""electric instruments"",""motors"",""moving coils loudspeakers"",""magnetos""]",1
"The force between two magnetic poles is ___________ their pole strengths.","[""directly proportional to"",""the sum of"",""inversely proportional to"",""the product of""]",0
"If the distance between two magnetic poles decreases by 2 times, the force between them","[""decreases two times"",""increases four times"",""increases two times"",""decreases four times""]",1
"The force between two magnetic poles is ____________ the relative permeability of the medium.","[""directly proportional to"",""independent of"",""inversely proportional to"",""equal to""]",2
"Two similar poles, each 1Wb, placed 1 m apart in air will experience a repulsive force of","[""63000 N"",""63 \u00d7 10^-3 N"",""8 \u00d7 10^12 N"",""796 kN""]",0
"One weber of flux is equal to ___________ magnetic lines of force.","[""10^6"",""10^10"",""4\u03c0 \u00d7 10^7"",""10^8""]",3
"The unit of flux density is","[""Wb\/m"",""Tesla"",""At\/m"",""N\/Wb""]",1
"What is the typical saturation flux density for most magnetic materials?","[""4 Wb\/m^2"",""5 Wb\/m^2"",""1 Wb\/m^2"",""2 Wb\/m^2""]",3
"Magnetic field intensity is a ___________ quantity.","[""scalar"",""phasor"",""vector"",""variable""]",2
"The force acting on a pole of 5 Wb is 25 N. What is the intensity of the magnetic field?","[""5 N\/Wb"",""25 N\/Wb"",""125 N\/Wb"",""0.2 N\/Wb""]",0
"The relative permeability of a magnetic material is 10^5. What is its permeability?","[""4\u03c0 \u00d7 10^5 H\/m"",""4\u03c0 \u00d7 10^-12 H\/m"",""4\u03c0 \u00d7 10^-2 H\/m"",""4\u03c0 \u00d7 10^-7 H\/m""]",2
"Which of the following has the highest permeability?","[""Soft iron"",""Steel"",""Air"",""Permalloy""]",3
"A magnetic pole produces 5000 field lines. How much is the flux in webers?","[""50 \u00d7 10^-6"",""5 \u00d7 10^-6"",""500 \u00d7 10^-6"",""500 \u00d7 10^-5""]",0
"As the magnetic intensity decreases, the relative permeability of a magnetic material","[""decreases"",""remains the same"",""increases"",""becomes zero""]",2
"The permeability of a material having a flux density of 5 Wb/m^2 is 10^-5 H/m. What is the value of magnetizing force?","[""5 \u00d7 10^-5 N\/Wb"",""500 \u00d7 10^3 N\/Wb"",""4\u03c0 \u00d7 10^-7 N\/Wb"",""4\u03c0 \u00d7 10^7 N\/Wb""]",1
"When the relative permeability of a material is slightly more than 1, it is called _________ material.","[""diamagnetic"",""ferromagnetic"",""paramagnetic"",""non-magnetic""]",2
"Which of the following is a diamagnetic material?","[""Aluminum"",""Silver"",""Air"",""Cobalt""]",2
"Which of the following is a paramagnetic material?","[""Carbon"",""Bismuth"",""Copper"",""Oxygen""]",3
"The greater percentage of materials is ____________.","[""diamagnetic"",""paramagnetic"",""ferromagnetic"",""non-magnetic""]",1
"When the relative permeability of a material is much greater than 1, it is called __________ material.","[""diamagnetic"",""ferromagnetic"",""paramagnetic"",""non-magnetic""]",1
"The flux density in an air-cored coil is 10^-3 Wb/m^2. With a cast iron core of relative permeability 100 inserted, the flux density will become","[""10^-3 Wb\/m^2"",""10^-2 Wb\/m^2"",""10^3 Wb\/m^2"",""0.1 Wb\/m^2""]",3
"At/m is a unit of","[""mmf"",""magnetic force"",""reluctance"",""magnetic flux density""]",1
"The direction of force o a current carrying conductor placed in a magnetic field can be found by","[""Cork screw rule"",""Fleming\u2019s left hand rule"",""Fleming\u2019s right hand rule"",""using a compass""]",1
"When a current carrying conductor is placed in a magnetic field, the maximum force will act on the conductor when the conductor is at an angle of ___________ to the magnetic field.","[""45"",""60"",""30"",""90""]",3
"Which of the following is not a basic part of an atom?","[""Electron"",""Proton"",""Neutron"",""Coulomb""]",3
"What is the smallest element of a matter?","[""atom"",""molecule"",""crystal"",""wafer""]",0
"To determine whether a material can support the flow of electricity or not, we need to examine its","[""atomic structure"",""physical state"",""molecular structure"",""chemical composition""]",0
"Approximate diameter of an atom","[""10^-10 \u00b5\u00b5m"",""10^-10 \u00b5m"",""10^-10 mm"",""10^-10 m""]",3
"The lightest kind of atom or element","[""Helium"",""Oxygen"",""Hydrogen"",""Titanium""]",2
"Known as the simplest type of atom.","[""Hydrogen"",""Oxygen"",""Helium"",""Nitrogen""]",0
"Approximate diameter of a Hydrogen atom","[""1.1 x 10^-10 \u00b5\u00b5m"",""1.1 x 10^-10 \u00b5m"",""1.1 x 10^-10 mm"",""1.1 x 10^-10 m""]",1
"A commonly used model in predicting the atomic structure of a material.","[""String model"",""Wave model"",""Particle model"",""Bohr model""]",3
"Is at the center of an atomic structure in a Bohr model.","[""electrons"",""protons"",""neutrons"",""nucleus""]",3
"The nucleus of an atom is normally","[""neutral"",""positively charged"",""negatively charged"",""either positively or negatively charged""]",0
"What particles that revolve around the positive nucleus?","[""electrons"",""protons"",""neutrons"",""electrons &amp; protons""]",0
"In electricity, positive electric charge refers to ____________.","[""protons"",""neutrons"",""electrons"",""atoms""]",0
"What is the charge of an electron?","[""1.6022 x 10^-19 C"",""9.1096 x 10^-19 C"",""1.6022 x 10^-31 C"",""9.1096 x 10^-31 C""]",0
"The mass of a proton is approximately","[""1.6726 x 10^-19 Kg"",""1.6726 x 10^-27 Kg"",""1.6022 x 10^-19 Kg"",""1.6022 x 10^-27 Kg""]",1
"Protons are about _________ heavier than electrons.","[""1,800 times"",""less than thrice"",""less"",""twice""]",0
"Approximately, how many electrons that could equal to the mass of a single proton or neutron?","[""1,863 electrons"",""1,683 electrons"",""1,638 electrons"",""1,836 electrons""]",3
"The maximum number of electrons (Ne) that can occupy a given shell (n) is determined by the formula","[""Ne = 2n^2"",""Ne = n^2"",""Ne = 2^n"",""Ne = 2n""]",0
"The discrete amount of energy required to move an electron from a lower shell to a higher shell.","[""negative energy"",""positive energy"",""quantum"",""quanta""]",2
"Maximum number of orbiting electrons at the first or K shell","[""2"",""4"",""6"",""8""]",0
